ID Allocation Policy is 0(low port first) / 1(Crossing Paths based method): 1
Address method is 0(destination_based) / 1(path_based): 1
 dst_based renewable label = 10
 path_based renewable label = 10


 (east, west, south, north, front, back, from host0,... east(vch2), south(vch2), west(vch2), north(vch2), front, back, from host(vch2)0,.. to host(vch2)0,..
 Node 194:   1 0 0 1 3 0 0 0 0 1 0 0 0 0 1 1
 Node 195:   0 1 0 1 0 0 1 1 0 0 1 0 0 2 0 0
 Node 196:   1 0 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 197:   1 1 0 0 0 0 1 1 0 0 1 0 0 2 0 0
 Node 198:   2 1 0 1 5 0 0 0 0 0 0 0 0 0 1 1
 Node 199:   2 2 0 1 0 0 1 1 0 0 1 0 0 2 0 0
 Node 200:   2 2 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 201:   1 2 0 1 0 0 1 1 0 0 2 0 0 4 0 0
 Node 202:   1 2 0 1 3 0 0 0 0 0 0 0 0 0 1 1
 Node 203:   0 2 0 1 0 0 1 1 0 0 1 0 0 2 0 0
 Node 204:   0 1 0 0 3 0 0 0 1 0 0 0 0 0 1 1
 Node 205:   0 2 0 1 0 0 1 1 0 0 1 0 0 2 0 0
 Node 206:   0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1
 Node 207:   0 2 0 0 0 0 1 1 1 0 1 0 0 2 0 0
 Node 208:   1 0 0 0 3 0 0 0 0 2 0 0 0 0 1 1
 Node 209:   1 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0
 Node 210:   1 0 0 1 3 0 0 0 0 1 0 0 0 0 1 1
 Node 211:   0 1 0 1 0 0 1 1 0 0 1 0 0 3 0 0
 Node 212:   1 0 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 213:   1 1 0 0 0 0 1 1 0 0 1 0 0 3 0 0
 Node 214:   2 1 0 1 5 0 0 0 0 0 0 0 0 0 1 1
 Node 215:   2 2 0 1 0 0 1 1 0 0 1 0 0 3 0 0
 Node 216:   2 2 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 217:   1 2 0 1 0 0 1 1 0 0 2 0 0 4 0 0
 Node 218:   1 2 0 1 3 0 0 0 0 0 0 0 0 0 1 1
 Node 219:   0 2 0 1 0 0 1 1 0 0 1 0 0 3 0 0
 Node 220:   0 1 0 0 3 0 0 0 1 0 0 0 0 0 1 1
 Node 221:   0 2 0 1 0 0 1 1 0 0 1 0 0 3 0 0
 Node 222:   0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1
